transaction_id,country,payment_method,amount_eur,hour,previous_failures,is_cross_border,is_returning_user,fraud_score,risk_band,selected_provider,expected_success_rate,decision,fallback_used,fallback_provider,final_status,simulated_latency_ms,gross_margin_eur
tx_0230,UK,contactless_card,30.52,13,3,False,True,25.8,low,acquirer_b,0.88,accept,False,,approved,430,0.37
tx_0231,BE,contactless_card,45.79,13,0,False,False,15.7,low,acquirer_b,0.94,accept,False,,approved,430,0.55
tx_0232,IT,contactless_card,32.23,21,1,True,True,28.0,low,acquirer_b,0.89,accept,False,,approved,430,0.39
tx_0233,US,contactless_card,52.18,17,0,False,False,16.5,low,acquirer_b,0.94,accept,False,,approved,430,0.63
tx_0234,US,card_not_present,96.89,18,0,False,False,29.1,low,acquirer_b,0.91,accept,False,,approved,430,1.16
tx_0235,FR,contactless_card,168.14,2,0,False,True,33.0,low,acquirer_a,0.96,accept,False,,approved,540,1.68
tx_0236,FR,contactless_card,76.88,20,0,False,True,11.6,low,acquirer_b,0.94,accept,False,,approved,430,0.92
tx_0237,ES,contactless_card,137.36,10,1,False,False,37.2,low,acquirer_a,0.93,accept,False,,approved,540,1.37
tx_0238,FR,mobile_wallet,70.3,1,1,False,True,33.8,low,acquirer_b,0.91,accept,False,,approved,430,0.84
tx_0239,DE,card_not_present,73.55,2,0,False,False,36.2,low,acquirer_b,0.91,accept,False,,approved,430,0.88
tx_0240,AU,card_not_present,61.44,17,0,False,True,16.7,low,acquirer_b,0.91,accept,False,,approved,430,0.74
tx_0241,BE,contactless_card,42.29,21,1,False,False,25.3,low,acquirer_b,0.91,accept,False,,approved,430,0.51
tx_0242,LU,contactless_card,4.05,4,3,True,False,52.5,medium,acquirer_c,0.78,accept,False,,approved,320,0.06
tx_0243,NL,card_not_present,18.73,7,0,False,True,11.3,low,acquirer_b,0.91,accept,False,,approved,430,0.22
tx_0244,ES,contactless_card,37.71,6,1,False,True,16.7,low,acquirer_b,0.91,accept,False,,approved,430,0.45
tx_0245,FR,mobile_wallet,58.21,21,3,False,True,32.3,low,acquirer_b,0.88,accept,False,,approved,430,0.7
tx_0246,BE,contactless_card,21.04,7,1,True,True,26.6,low,acquirer_b,0.89,accept,False,,approved,430,0.25
tx_0247,FR,card_not_present,43.93,15,0,False,True,14.5,low,acquirer_b,0.91,accept,False,,approved,430,0.53
tx_0248,ES,contactless_card,39.9,14,0,True,True,19.0,low,acquirer_b,0.92,accept,False,,approved,430,0.48
tx_0249,UK,contactless_card,40.31,9,0,False,True,7.0,low,acquirer_b,0.94,accept,False,,approved,430,0.48
tx_0250,BE,contactless_card,45.39,15,0,False,False,15.7,low,acquirer_b,0.94,accept,False,,approved,430,0.54
